	MONTH	SECTOR	DISTRICT	PSU_NO	HH_NO	BLANK	RES_1	RES_2	RES_3	TIME_1	TIME_2	TIME_3	QQ4	QQ5	QQ6	P1_SERIAL_NO	P3_RELATION_SHIP_TO_HEAD_OF_HOUS	P4_SEX	P5_AGE	P6_ETHNIC_GROUP	P7_RELIGION	P8_MARRIAL_STATUS	P10_PALCE_OF_BIRTH	P11_EDUCATIONAL_ATTAINMENT_5YEAR	P12_ATTENDANCE_AT_SCHOOL	P13_DID_HAVE_VOC_TECH_TRAINING	TEMP_1	P15_CODE	P16_FOMAL_INFORMAL	P17_DURATION	P18_REASON_FOR_GOING_ABROAD	P19_YEAR_OF_LEAVING	P20_COUNTRY_OF_EMPLOYMENT	P22_OCCUPATION	P23_DURATION	Q2_DID_ANY_WORK	Q3_DID_NOT_ANY_WORK	Q4_PASTWEEK_LOOKING_FOR_JOB	Q5_TAKEN_A_JOB_LASTWEEK	Q6_COULDNOT_WORK_LASTWEEK	Q7_NOT_AVAILABLE_LOOKING_FOR_JOB	Q8_WHY_DID_NOT_WORK	Q9A_INDUSTRY	Q9B_OCCUPATION	Q9C_SECTOR	Q9D_STATUS	Q9E_PAID_DAILY	Q10_SHIFT	Q11Y_HOW_LONG_HAVE_CURRENT_EMOLO	Q11M_HOW_LONG_HAVE_CURRENT_EMOLO	Q12Y_HOW_LONG_WORKING_THIS_OCCUP	Q12M_HOW_LONG_WORKING_THIS_OCCUP	Q13_NUMBER_OF_HOURS_USUALLY_WORK	Q14_NUMBEROF_HOURS_ACTIALLY_WORK	Q16_ASK_REASON	Q17_SECONDARY_WORKED	Q18A_INDUSTRY	Q18B_OCCUPATION	Q18C_SECTOR	Q18D_STATUS	Q19Y_HOW_LONG_ENGEGED_THIS_ACTIV	Q19M_HOW_LONG_ENGEGED_THIS_ACTIV	Q20_NO_OF_HOURS_ACTUALLY_WORKED	Q21_ADDITIONAL_WORK	Q22_LOOKING_FOR_ALTERNATIVE_WORK	Q23_WORK_EXPECT_TO_GET	Q24_LOWEST_WAGE_WOULD_ACCEPT	Q25_AVAILABLE_FOR	Q26_SEARCH_OF_WORK	Q27_HOW_LONG_SEEKING	Q28_SEEKING_EMPLOYMENT	Q29_EVER_HAVE_A_JOB	Q30_WHEN_LAST_TIME_JOB	Q31_WHAT_KIND_OF_WORK	Q32_ASSISTANCE_DURING_PERIED_OF	Q33_DO_ANY_WORK_FOR_PAY_PROFIT	Q34_NO_WEEK_WORKED_IN_EACH_MONTH	Q36_AVAILABLE_FOR_WORK	Q37_LOOKING_FOR_WORK_IN_EACH	Q38_THIS_PERSON_WAS	Q39_MAIN_OCCUPATION	Q40A_MULTIPLY_WAGE_DAYS_WORKED	Q40B_ANY_PAYMENTS_IN_KIND	Q41_EMPLOYER_THE_SECONDARY_ACTIV	Q42A_EARNING_FROM_SECOND_JOB	Q42B_ANY_PAYMENTS_IN_KIND	INFLATION_FACTOR
42	1	2	21	36	25	1	1	 	 	35	  	  	  	  	1	1	1	1	52	1	1	2	4	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	42	0	42	0	40	15	5	2	    	    	 	 	  	  	  	1	1	    	    	 	     	  	 	 	 	    	     	1	32	 	  	1	2	     	 	2	     	 	88.7289
43	1	2	21	36	25	3	1	 	 	35	  	  	  	  	1	3	3	1	23	1	1	1	21	7	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	4	 	 	3	0	3	0	40	18	5	2	    	    	 	 	  	  	  	1	1	    	    	 	     	  	 	 	 	    	     	1	32	 	  	1	2	     	 	2	     	 	88.7289
44	1	2	21	36	25	5	1	 	 	35	  	  	  	  	1	5	3	1	25	1	1	1	21	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	4	 	 	5	0	5	0	40	20	5	2	    	    	 	 	  	  	  	1	1	    	    	 	     	  	 	 	 	    	     	1	32	 	  	1	2	     	 	2	     	 	88.7289
45	1	2	21	36	30	2	1	 	 	35	  	  	  	  	1	2	2	2	35	1	1	2	21	7	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	32	0	32	0	40	7	5	2	    	    	 	 	  	  	  	1	1	    	    	 	     	  	 	 	 	    	     	1	30	 	  	1	2	     	 	2	     	 	88.7289
46	1	2	22	165	61	1	1	 	 	45	  	  	  	  	1	1	1	1	67	1	1	2	4	5	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	6	111	6111	2	3	 	 	30	0	45	0	42	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	16	2	  	3	2	     	 	2	     	 	124.9345
47	1	2	22	165	67	3	1	 	 	40	  	  	  	  	1	3	3	2	18	1	1	1	22	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	113	6111	2	4	 	 	3	2	3	2	40	8	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	12	2	  	3	2	     	 	2	     	 	124.9345
48	1	2	22	165	68	2	4	 	 	  	  	  	  	  	 	  	 	1	25	1	1	1	22	9	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	111	6111	2	4	 	 	9	0	9	0	49	0	6	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	38	 	  	1	2	     	 	2	     	 	124.9345
49	1	2	22	165	71	5	1	 	 	90	  	  	  	  	1	5	3	2	20	1	1	1	22	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	112	6111	2	3	 	 	4	1	4	1	35	2	6	2	    	    	 	 	  	  	  	2	1	    	    	 	     	  	 	 	 	    	     	1	21	1	52	2	2	     	 	2	     	 	124.9345
50	1	2	22	165	72	2	4	 	 	  	  	  	  	  	 	  	 	1	19	1	1	1	22	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	111	6111	2	3	 	 	7	0	7	0	49	14	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	22	2	  	3	2	     	 	2	     	 	124.9345
51	1	2	22	224	84	1	4	 	 	  	  	  	  	  	 	  	 	1	38	1	1	2	22	9	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	5105	7124	2	1	2	6	8	0	8	0	45	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	1	2859	2	2	     	 	235.4102
52	1	2	22	224	88	2	6	6	1	0	  	25	0	0	1	2	3	1	31	1	1	1	22	12	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	113	6111	2	3	 	 	4	0	4	0	56	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	28	 	  	1	2	     	 	2	     	 	235.4102
53	1	2	23	62	41	2	1	 	 	28	  	  	  	  	1	2	2	2	40	1	1	2	1	8	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	2119	7412	2	3	 	1	4	0	4	0	20	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	26	 	  	1	2	     	 	2	     	 	63.3949
54	1	2	23	62	43	1	1	 	 	30	  	  	  	  	1	1	1	1	60	1	1	3	8	3	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	4	8599	2460	2	3	 	5	15	0	15	0	20	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	40	 	  	1	2	     	 	2	     	 	63.3949
55	1	3	4	187	112	1	4	 	 	41	  	45	0	0	1	1	1	1	51	2	2	2	5	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	114	9211	1	1	1	6	8	0	20	0	40	0	9	2	    	    	 	 	  	  	  	1	1	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	1	1440	2	2	     	 	62.0596
56	1	3	6	75	97	2	1	 	 	25	  	  	  	  	1	2	2	2	42	1	1	2	4	9	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	114	9211	2	1	1	5	10	0	10	0	30	0	1	1	61	1462	1	0	24	8	0	0	0	    	    	 	     	  	 	 	 	    	     	1	50	 	  	1	1	950	1	2	     	 	127.6569
57	2	1	1	172	100	2	1	 	 	20	  	  	  	  	1	2	5	1	25	6	4	1	15	13	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	8310	2331	1	1	2	 	4	0	4	0	35	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	48	 	  	1	1	1895	2	2	     	 	113.1046
58	2	1	1	262	119	1	6	 	 	61	  	30	0	0	1	1	1	1	40	1	1	2	1	11	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	2	2136	3439	2	1	2	1	22	0	22	0	56	0	2	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	35	 	  	1	1	10000	2	2	     	 	104.9984
59	2	1	1	323	134	4	1	 	 	50	  	  	  	  	1	4	5	1	24	1	1	2	1	8	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	2	2411	9322	2	1	2	6	3	0	3	0	48	0	2	2	    	    	 	 	  	  	  	1	1	    	    	 	     	  	 	 	 	    	     	1	44	 	  	1	1	     	2	2	     	 	133.2024
60	2	1	1	323	136	1	1	 	 	35	  	  	  	  	1	1	1	1	48	1	1	2	1	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	4001	7122	2	1	1	1	10	0	10	0	50	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	46	 	  	1	1	1	2	2	     	 	133.2024
61	2	1	3	119	3	1	1	 	 	25	  	  	  	  	1	1	1	1	52	1	1	2	3	12	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	4	5109	3429	2	3	 	 	6	0	6	0	70	0	4	2	    	    	 	 	  	  	  	1	1	    	    	 	     	  	 	 	 	    	     	1	36	 	  	1	2	     	 	2	     	 	92.4825
62	2	1	3	119	14	1	1	 	 	15	  	  	  	  	1	1	1	1	23	1	1	2	3	2	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	4	301	6153	2	1	1	5	4	0	4	0	70	0	4	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	1	2200	1	2	     	 	92.4825
63	2	1	4	70	12	4	1	 	 	20	  	  	  	  	1	4	5	1	26	1	1	2	4	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	4	5219	5220	2	2	 	 	5	0	5	0	50	0	4	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	2	     	 	2	     	 	137.4848
64	2	2	1	18	160	1	4	 	 	1	  	  	  	  	 	  	 	1	52	1	1	2	1	13	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	3	8310	2352	1	1	2	1	27	0	11	0	35	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	48	 	  	1	1	7500	2	2	     	 	316.8726
65	2	2	1	18	160	2	4	 	 	1	  	  	  	  	 	  	 	2	51	1	1	2	1	13	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	3	8310	2321	1	1	2	1	27	0	27	0	35	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	48	 	  	1	1	8400	2	2	     	 	316.8726
66	2	2	1	181	175	2	1	 	 	30	  	  	  	  	1	2	2	2	49	1	1	2	1	4	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	115	9211	2	1	1	1	20	0	20	0	35	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	31	 	  	1	1	600	2	2	     	 	242.0865
67	2	2	1	181	175	5	1	 	 	30	  	  	  	  	1	5	5	1	26	1	1	2	1	19	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	9000	9	2	1	1	6	2	0	2	0	40	40	 	2	    	    	 	 	  	  	  	1	1	    	    	 	     	  	 	 	 	    	     	1	24	1	8	1	1	1500	2	2	     	 	242.0865
68	2	2	1	181	178	2	1	 	 	20	  	  	  	  	1	2	2	2	37	1	1	2	1	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	115	9211	2	1	2	1	1	4	1	4	42	12	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	30	 	  	1	1	     	 	2	     	 	242.0865
69	2	2	2	55	36	1	1	 	 	40	  	  	  	  	1	1	1	2	52	1	4	3	2	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	2211	7432	2	1	1	6	4	6	4	6	44	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	38	 	  	1	1	675	2	2	     	 	257.6229
70	2	2	2	55	45	1	1	 	 	43	  	  	  	  	1	1	1	1	39	1	1	2	2	11	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	9	2220	8324	2	1	2	6	5	2	19	0	54	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	46	 	  	1	1	4000	1	2	     	 	257.6229
71	2	2	2	217	80	1	1	 	 	35	  	  	  	  	1	1	1	1	49	1	1	2	2	10	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	1	6112	8324	1	1	2	6	10	0	10	0	48	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	43	 	  	1	1	3500	2	2	     	 	215.638
72	2	2	2	277	102	2	1	 	 	20	  	  	  	  	1	2	3	1	39	1	4	1	1	6	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	301	6152	2	1	1	5	1	0	1	0	40	0	9	2	    	    	 	 	  	  	  	2	1	    	    	 	     	  	 	 	 	    	     	1	40	 	  	1	1	2000	2	2	     	 	259.6084
73	2	2	2	277	104	1	1	 	 	20	  	  	  	  	1	1	1	1	46	1	4	2	2	6	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	5320	9162	2	1	2	1	4	0	1	0	48	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	44	 	  	1	1	10000	2	2	     	 	259.6084
74	2	2	3	27	37	1	1	 	 	15	  	  	  	  	1	1	1	1	23	1	1	2	3	13	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	8599	7141	2	1	2	6	3	0	3	0	40	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	36	 	  	1	1	2000	2	2	     	 	238.7268
75	2	2	3	149	81	1	1	 	 	30	  	  	  	  	1	1	1	1	48	1	1	2	3	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	2312	7124	2	1	1	1	12	0	12	0	48	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	48	 	  	1	1	2400	2	2	     	 	78.1437
76	2	2	3	149	87	1	6	 	 	1	  	  	  	  	 	  	 	1	50	1	1	2	3	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	114	9211	2	1	2	1	25	0	25	0	48	0	1	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	24	2	  	3	1	0	2	2	     	 	78.1437
77	2	2	4	81	64	1	6	 	 	41	  	25	0	0	1	1	1	1	65	1	1	2	4	2	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	4001	7124	2	3	 	 	40	0	40	0	40	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	2	     	 	2	     	 	261.1255
78	2	2	4	242	81	1	1	 	 	30	  	  	  	  	1	1	1	2	54	1	1	3	5	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	32	0	32	0	40	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	2	     	 	2	     	 	114.9275
79	2	2	4	242	83	1	1	 	 	20	  	  	  	  	1	1	1	1	35	1	1	2	4	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	15	0	15	0	50	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	38	 	  	1	2	     	 	2	     	 	114.9275
80	2	2	4	242	83	2	1	 	 	20	  	  	  	  	1	2	2	2	24	1	1	2	4	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	4	 	 	3	0	3	0	40	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	32	 	  	1	2	     	 	2	     	 	114.9275
81	2	2	4	291	16	1	1	 	 	15	  	  	  	  	1	1	1	1	59	1	1	1	4	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	9000	9211	2	1	1	5	25	0	25	0	40	10	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	1	1700	1	2	     	 	341.8
82	2	2	4	291	21	1	1	 	 	15	  	  	  	  	1	1	1	1	51	1	1	1	4	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	9000	9211	2	1	1	5	30	0	30	0	30	30	 	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	1	2900	1	2	     	 	341.8
83	2	2	4	291	28	7	1	 	 	30	  	  	  	  	1	7	5	1	51	1	1	1	4	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	9000	9211	2	1	2	1	6	0	6	0	40	40	 	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	1	2000	2	2	     	 	341.8
84	2	2	7	61	19	1	2	 	 	  	  	  	  	  	 	  	 	1	48	1	1	2	7	2	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	2311	8141	2	1	1	6	25	0	25	0	36	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	48	 	  	1	1	4000	1	2	     	 	255.7933
85	2	2	7	61	27	3	2	 	 	  	  	  	  	  	 	  	 	2	22	1	1	1	7	9	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	8	2215	7431	2	1	 	6	0	4	0	4	24	0	8	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	16	1	28	2	1	2000	1	2	     	 	255.7933
86	2	2	7	193	65	1	1	 	 	90	  	  	  	  	1	1	1	1	40	1	1	2	7	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	114	9211	2	1	1	2	20	0	20	0	48	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	18	2	  	3	1	400	2	2	     	 	222.5403
87	2	2	8	37	19	1	1	 	 	30	  	  	  	  	1	1	1	1	47	1	1	2	8	5	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	9	4001	9313	2	1	1	1	0	7	0	7	63	0	9	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	37	 	  	1	1	2000	2	2	     	 	167.6729
88	2	2	8	37	31	1	1	 	 	20	  	  	  	  	1	1	1	1	62	1	1	2	8	5	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	9	2901	7312	2	3	 	5	45	0	45	0	60	0	9	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	36	 	  	1	2	     	 	2	     	 	167.6729
89	2	2	8	75	40	3	2	 	 	  	  	  	  	  	 	  	 	1	38	1	1	2	8	13	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	9	8100	3118	1	1	2	6	20	1	20	1	40	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	43	 	  	1	1	5875	2	2	     	 	181.5386
90	2	2	9	160	73	1	1	 	 	10	  	  	  	  	1	1	1	1	64	1	1	1	9	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	111	6111	2	3	 	 	35	0	35	0	40	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	2	  	2	  	3	2	     	 	2	     	 	151.8304
91	2	2	18	107	39	2	1	 	 	45	  	  	  	  	1	2	2	2	37	1	1	2	18	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	6	0	6	0	24	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	21	2	  	3	2	     	 	2	     	 	351.6658
92	2	2	18	439	122	1	1	 	 	30	  	  	  	  	1	1	1	1	47	1	1	2	18	12	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	111	6111	2	3	 	 	22	0	22	0	42	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	16	2	  	3	2	     	 	2	     	 	208.2466
93	2	2	18	439	129	1	1	 	 	40	  	  	  	  	1	1	1	1	38	1	1	2	18	13	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	8	2311	8141	2	1	2	1	3	0	3	0	48	0	8	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	1	3100	2	2	     	 	208.2466
94	2	2	18	439	130	1	1	 	 	30	  	  	  	  	1	1	1	1	52	1	1	2	18	11	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	30	0	30	0	72	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	2	     	 	2	     	 	208.2466
95	2	2	18	439	132	1	1	 	 	40	  	  	  	  	1	1	1	1	25	1	1	2	18	6	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	7	2311	8141	2	1	2	1	0	6	0	6	42	0	7	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	23	2	  	3	1	4000	2	2	     	 	208.2466
96	2	2	19	94	47	1	1	 	 	30	  	  	  	  	1	1	1	1	24	1	1	2	19	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	6	0	6	0	9	0	5	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	10	1	22	2	2	     	 	2	     	 	67.4222
97	2	2	19	94	47	2	1	 	 	30	  	  	  	  	1	2	2	2	23	1	1	2	19	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	3	0	3	0	6	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	2	  	2	  	3	2	     	 	2	     	 	67.4222
98	2	2	19	94	49	1	1	 	 	35	  	  	  	  	1	1	1	1	47	1	1	2	18	6	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	22	0	22	0	48	0	5	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	26	 	  	1	2	     	 	2	     	 	67.4222
99	2	2	19	94	49	2	1	 	 	35	  	  	  	  	1	2	2	2	44	1	1	2	18	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	22	0	22	0	48	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	26	 	  	1	2	     	 	2	     	 	67.4222
100	2	2	19	94	49	3	1	 	 	35	  	  	  	  	1	3	3	1	20	1	1	2	18	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	3	0	3	0	48	0	5	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	26	 	  	1	2	     	 	2	     	 	67.4222
101	2	2	19	94	51	1	1	 	 	40	  	  	  	  	1	1	1	1	45	1	1	2	19	4	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	25	0	25	0	48	0	5	2	    	    	 	 	  	  	  	1	1	    	    	 	     	  	 	 	 	    	     	1	31	 	  	1	2	     	 	2	     	 	67.4222
102	2	2	19	94	51	2	1	 	 	40	  	  	  	  	1	2	2	2	36	1	1	2	19	3	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	20	0	20	0	48	0	5	2	    	    	 	 	  	  	  	2	1	    	    	 	     	  	 	 	 	    	     	1	31	 	  	1	2	     	 	2	     	 	67.4222
103	2	2	19	94	53	1	1	 	 	45	  	  	  	  	1	1	1	1	45	1	1	2	19	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	27	0	27	0	48	0	5	1	121	9114	2	1	1	0	40	2	0	    	    	 	     	  	 	 	 	    	     	1	40	 	  	1	2	     	 	1	2100	2	67.4222
104	2	2	19	94	53	2	1	 	 	45	  	  	  	  	1	2	2	2	42	1	1	2	19	4	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	4	 	 	22	0	22	0	48	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	30	 	  	1	2	     	 	2	     	 	67.4222
105	2	2	19	94	53	3	1	 	 	45	  	  	  	  	1	3	3	1	18	1	1	1	19	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	4	 	 	3	0	3	0	48	0	5	2	    	    	 	 	  	  	  	2	1	    	    	 	     	  	 	 	 	    	     	1	30	 	  	1	2	     	 	2	     	 	67.4222
106	2	2	19	94	54	1	1	 	 	35	  	  	  	  	1	1	1	1	37	1	1	2	19	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	19	0	19	0	48	0	5	1	1	2161	1	4	23	10	0	2	4	    	    	 	     	  	 	 	 	    	     	1	12	1	14	2	2	     	 	2	     	 	67.4222
107	2	2	19	94	54	2	1	 	 	35	  	  	  	  	1	2	2	2	32	1	1	2	18	3	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	4	 	 	13	0	13	0	40	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	26	 	  	1	2	     	 	2	     	 	67.4222
108	2	2	19	94	56	1	1	 	 	25	  	  	  	  	1	1	1	1	65	1	1	2	18	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	2	5	47	0	47	0	48	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	38	 	  	1	2	     	 	2	     	 	67.4222
109	2	2	19	94	56	2	1	 	 	25	  	  	  	  	1	2	2	2	55	1	1	2	18	4	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	4	2	5	32	0	32	0	48	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	2	  	2	  	3	2	     	 	2	     	 	67.4222
110	2	2	19	94	57	1	1	 	 	35	  	  	  	  	1	1	1	1	42	1	1	2	19	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	2	 	24	0	24	0	48	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	32	 	  	1	2	     	 	2	     	 	67.4222
