	MONTH	SECTOR	DISTRICT	PSU_NO	HH_NO	BLANK	RES_1	RES_2	RES_3	TIME_1	TIME_2	TIME_3	QQ4	QQ5	QQ6	P1_SERIAL_NO	P3_RELATION_SHIP_TO_HEAD_OF_HOUS	P4_SEX	P5_AGE	P6_ETHNIC_GROUP	P7_RELIGION	P8_MARRIAL_STATUS	P10_PALCE_OF_BIRTH	P11_EDUCATIONAL_ATTAINMENT_5YEAR	P12_ATTENDANCE_AT_SCHOOL	P13_DID_HAVE_VOC_TECH_TRAINING	TEMP_1	P15_CODE	P16_FOMAL_INFORMAL	P17_DURATION	P18_REASON_FOR_GOING_ABROAD	P19_YEAR_OF_LEAVING	P20_COUNTRY_OF_EMPLOYMENT	P22_OCCUPATION	P23_DURATION	Q2_DID_ANY_WORK	Q3_DID_NOT_ANY_WORK	Q4_PASTWEEK_LOOKING_FOR_JOB	Q5_TAKEN_A_JOB_LASTWEEK	Q6_COULDNOT_WORK_LASTWEEK	Q7_NOT_AVAILABLE_LOOKING_FOR_JOB	Q8_WHY_DID_NOT_WORK	Q9A_INDUSTRY	Q9B_OCCUPATION	Q9C_SECTOR	Q9D_STATUS	Q9E_PAID_DAILY	Q10_SHIFT	Q11Y_HOW_LONG_HAVE_CURRENT_EMOLO	Q11M_HOW_LONG_HAVE_CURRENT_EMOLO	Q12Y_HOW_LONG_WORKING_THIS_OCCUP	Q12M_HOW_LONG_WORKING_THIS_OCCUP	Q13_NUMBER_OF_HOURS_USUALLY_WORK	Q14_NUMBEROF_HOURS_ACTIALLY_WORK	Q16_ASK_REASON	Q17_SECONDARY_WORKED	Q18A_INDUSTRY	Q18B_OCCUPATION	Q18C_SECTOR	Q18D_STATUS	Q19Y_HOW_LONG_ENGEGED_THIS_ACTIV	Q19M_HOW_LONG_ENGEGED_THIS_ACTIV	Q20_NO_OF_HOURS_ACTUALLY_WORKED	Q21_ADDITIONAL_WORK	Q22_LOOKING_FOR_ALTERNATIVE_WORK	Q23_WORK_EXPECT_TO_GET	Q24_LOWEST_WAGE_WOULD_ACCEPT	Q25_AVAILABLE_FOR	Q26_SEARCH_OF_WORK	Q27_HOW_LONG_SEEKING	Q28_SEEKING_EMPLOYMENT	Q29_EVER_HAVE_A_JOB	Q30_WHEN_LAST_TIME_JOB	Q31_WHAT_KIND_OF_WORK	Q32_ASSISTANCE_DURING_PERIED_OF	Q33_DO_ANY_WORK_FOR_PAY_PROFIT	Q34_NO_WEEK_WORKED_IN_EACH_MONTH	Q36_AVAILABLE_FOR_WORK	Q37_LOOKING_FOR_WORK_IN_EACH	Q38_THIS_PERSON_WAS	Q39_MAIN_OCCUPATION	Q40A_MULTIPLY_WAGE_DAYS_WORKED	Q40B_ANY_PAYMENTS_IN_KIND	Q41_EMPLOYER_THE_SECONDARY_ACTIV	Q42A_EARNING_FROM_SECOND_JOB	Q42B_ANY_PAYMENTS_IN_KIND	INFLATION_FACTOR
621	8	3	6	106	94	4	1	 	 	25	  	  	  	  	1	4	5	1	36	1	1	2	6	11	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	1910	7113	2	1	1	6	2	0	2	0	56	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	1	200	2	2	     	 	78.4244
622	8	3	22	11	64	2	1	 	 	60	  	  	  	  	1	2	2	2	36	3	2	2	22	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	114	9211	2	1	1	6	20	0	20	0	40	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	48	 	  	1	1	     	2	2	     	 	52.8913
623	10	1	1	29	7	1	1	 	 	20	  	  	  	  	1	1	1	1	50	4	3	2	1	11	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	9	6121	8340	2	1	2	5	15	0	15	0	99	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	36	 	  	1	1	10000	2	2	     	 	110.1072
624	10	1	1	98	58	10	1	 	 	45	  	  	  	  	1	10	5	1	25	1	1	1	1	13	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	4	8490	3463	2	3	 	 	3	0	3	0	20	0	4	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	26	 	  	1	2	     	 	2	     	 	196.1218
625	10	1	1	254	99	6	1	 	 	45	  	  	  	  	1	6	3	1	25	1	1	1	1	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	5109	8324	2	1	2	1	2	0	2	0	48	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	40	 	  	1	1	1	2	2	     	 	29.8829
626	10	1	1	254	103	2	1	 	 	40	  	  	  	  	1	2	5	1	42	6	4	2	1	9	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	5219	5220	2	3	 	 	6	0	6	0	50	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	2	     	 	2	     	 	29.8829
627	10	1	1	254	103	6	1	 	 	40	  	  	  	  	1	6	5	1	18	6	4	1	1	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	5219	5220	2	3	 	 	1	0	1	0	50	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	2	     	 	2	     	 	29.8829
628	10	1	1	254	103	7	1	 	 	40	  	  	  	  	1	7	5	2	17	6	4	1	1	7	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	5102	9322	2	1	1	1	0	4	0	4	40	0	9	2	    	    	 	 	  	  	  	2	1	    	    	 	     	  	 	 	 	    	     	1	16	1	32	2	1	2000	2	2	     	 	29.8829
629	10	1	2	73	3	1	1	 	 	20	  	  	  	  	1	1	1	2	33	1	1	2	2	12	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	4	2119	7412	2	3	 	 	6	0	6	0	30	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	2	     	 	2	     	 	70.6798
630	10	1	2	73	5	3	1	 	 	45	  	  	  	  	1	3	3	2	30	1	1	2	22	11	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	1	2420	3118	2	1	2	6	1	0	3	0	54	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	28	 	  	1	1	1	2	2	     	 	70.6798
631	10	1	2	73	5	5	1	 	 	45	  	  	  	  	1	5	5	2	36	1	1	2	2	11	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	2	2552	4111	2	1	2	6	10	0	10	0	45	0	2	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	28	 	  	1	1	1	2	2	     	 	70.6798
632	10	1	2	73	6	3	1	 	 	60	  	  	  	  	1	3	3	2	30	1	1	2	2	11	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	9	6131	4131	1	1	2	4	3	0	3	0	48	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	34	 	  	1	1	6200	1	2	     	 	70.6798
633	10	1	2	73	11	1	1	 	 	20	  	  	  	  	1	1	1	1	57	1	1	2	7	16	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	1	7321	2421	2	3	 	 	5	0	5	0	15	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	44	 	  	1	2	     	 	2	     	 	70.6798
634	10	1	2	143	36	1	1	 	 	29	  	  	  	  	1	1	1	1	36	1	1	2	2	8	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	2	2909	8251	2	1	2	1	12	0	12	0	48	0	2	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	28	 	  	1	1	1	2	2	     	 	35.8152
635	10	1	3	169	1	4	1	 	 	15	  	  	  	  	1	4	3	1	36	1	1	1	3	10	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	9	8513	7231	2	3	 	 	15	0	15	0	20	0	9	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	20	2	  	3	2	     	 	2	     	 	128.75799999999998
636	10	1	3	169	8	2	1	 	 	15	  	  	  	  	1	2	2	2	31	1	1	2	1	15	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	8310	2321	1	1	2	6	4	0	4	0	30	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	1	5600	2	2	     	 	128.75799999999998
637	10	1	3	169	10	1	1	 	 	15	  	  	  	  	1	1	1	1	49	1	1	2	3	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	8513	7141	2	3	 	 	0	1	10	0	40	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	26	 	  	1	2	     	 	2	     	 	128.75799999999998
638	10	1	3	169	14	3	1	 	 	15	  	  	  	  	1	3	5	1	35	1	1	2	7	13	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	9	8100	5162	1	1	2	 	8	0	8	0	74	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	1	5150	1	2	     	 	128.75799999999998
639	10	1	9	50	2	1	1	 	 	30	  	  	  	  	1	1	1	1	36	1	1	2	16	9	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	6114	9341	2	1	1	5	4	0	4	0	90	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	34	 	  	1	1	1500	2	2	     	 	17.9908
640	10	1	9	50	14	6	1	 	 	20	  	  	  	  	1	6	5	1	17	1	1	1	9	8	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	4001	9313	2	1	1	6	3	0	3	0	40	0	9	2	    	    	 	 	  	  	  	2	1	    	    	 	     	  	 	 	 	    	     	1	41	 	  	1	1	500	2	2	     	 	17.9908
641	10	2	1	11	161	2	1	 	 	20	  	  	  	  	1	2	2	2	65	1	1	2	1	4	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	115	9211	2	1	1	6	30	0	30	0	24	0	9	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	28	 	  	1	1	400	2	2	     	 	160.5938
642	10	2	1	11	161	3	1	 	 	20	  	  	  	  	1	3	3	1	49	1	1	1	1	19	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	115	9211	2	1	1	6	5	0	5	0	24	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	28	 	  	1	1	80	2	2	     	 	160.5938
643	10	2	1	11	162	1	1	 	 	20	  	  	  	  	1	1	1	1	54	1	1	3	1	3	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	115	9211	2	1	1	6	9	0	9	0	24	0	6	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	28	 	  	1	1	300	2	2	     	 	160.5938
644	10	2	1	11	163	2	1	 	 	15	  	  	  	  	1	2	2	2	31	1	1	2	25	9	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	115	9211	2	3	 	 	3	0	3	0	18	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	28	 	  	1	2	     	 	2	     	 	160.5938
645	10	2	1	11	164	2	1	 	 	15	  	  	  	  	1	2	3	1	32	1	1	2	1	11	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	8	7310	3413	2	2	 	 	2	0	2	0	56	0	8	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	50	 	  	1	2	     	 	2	     	 	160.5938
646	10	2	1	11	165	1	1	 	 	15	  	  	  	  	1	1	1	1	61	1	1	2	1	8	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	115	9211	2	3	 	 	10	0	20	0	24	0	6	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	34	 	  	1	2	     	 	2	     	 	160.5938
647	10	2	1	11	165	3	1	 	 	15	  	  	  	  	1	3	3	1	29	1	1	1	1	10	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	6	115	9211	2	1	1	 	5	0	5	0	24	0	6	2	    	    	 	 	  	  	  	1	1	    	    	 	     	  	 	 	 	    	     	1	34	 	  	1	1	320	2	2	     	 	160.5938
648	10	2	1	11	166	1	1	 	 	15	  	  	  	  	1	1	1	1	72	1	1	2	2	4	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	115	0	2	1	1	6	3	0	40	0	24	0	6	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	32	 	  	1	1	320	2	2	     	 	160.5938
649	10	2	1	11	166	3	1	 	 	15	  	  	  	  	1	3	3	1	31	1	1	2	1	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	115	0	2	1	1	6	3	0	3	0	24	0	6	2	    	    	 	 	  	  	  	1	1	    	    	 	     	  	 	 	 	    	     	1	32	 	  	1	1	320	2	2	     	 	160.5938
650	10	2	1	11	167	3	1	 	 	25	  	  	  	  	1	3	5	2	39	1	1	2	1	4	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	115	9211	2	1	1	6	4	0	4	0	24	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	32	 	  	1	1	4000	2	2	     	 	160.5938
651	10	2	1	11	168	2	1	 	 	15	  	  	  	  	1	2	3	2	50	1	1	5	1	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	115	9211	2	3	 	 	6	0	6	0	24	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	32	 	  	1	2	     	 	2	     	 	160.5938
652	10	2	1	11	169	1	1	 	 	15	  	  	  	  	1	1	1	2	49	1	1	5	1	4	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	115	0	2	1	1	6	20	0	20	0	36	0	6	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	40	 	  	1	1	6000	2	2	     	 	160.5938
653	10	2	1	11	170	1	1	 	 	30	  	  	  	  	1	1	1	1	21	1	1	2	1	4	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	115	9211	2	1	1	1	3	0	3	0	24	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	32	 	  	1	1	320	2	2	     	 	160.5938
654	10	2	1	11	172	1	1	 	 	20	  	  	  	  	1	1	1	2	53	1	1	3	1	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	115	9211	2	3	 	 	25	0	25	0	24	0	6	1	140	6124	2	3	10	0	14	2	0	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	2	     	 	2	     	 	160.5938
655	10	2	1	231	204	6	1	 	 	50	  	  	  	  	1	6	5	2	43	1	1	2	1	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	2610	8132	2	1	2	1	22	0	22	0	45	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	45	 	  	1	1	4200	2	2	     	 	258.6216
656	10	2	1	282	212	1	1	 	 	15	  	  	  	  	1	1	1	1	38	1	1	2	1	8	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	6	8599	7141	2	1	1	1	5	0	5	0	16	0	6	2	    	    	 	 	  	  	  	1	1	    	    	 	     	  	 	 	 	    	     	1	12	1	36	2	1	1500	2	2	     	 	135.3584
657	10	2	2	106	77	2	1	 	 	25	  	  	  	  	1	2	2	2	26	1	1	2	1	13	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	2220	7433	2	1	2	6	2	0	2	0	48	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	1	3000	2	2	     	 	874.2712
658	10	2	2	106	81	5	1	 	 	35	  	  	  	  	1	5	3	1	20	1	4	1	2	11	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	3101	7241	2	1	2	6	1	6	1	6	72	0	3	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	45	 	  	1	1	15000	2	2	     	 	874.2712
659	10	2	2	164	101	1	1	 	 	35	  	  	  	  	1	1	1	1	43	1	1	2	18	11	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	2	2552	8151	2	1	2	6	23	0	23	0	40	0	2	2	    	    	 	 	  	  	  	1	1	    	    	 	     	  	 	 	 	    	     	1	20	1	52	2	1	1	2	2	     	 	265.7581
660	10	2	2	199	114	2	1	 	 	20	  	  	  	  	1	2	5	1	52	1	1	2	8	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	2	5219	8324	2	1	2	6	10	0	10	0	40	0	1	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	34	 	  	1	1	2800	2	2	     	 	319.6456
661	10	2	2	199	119	2	1	 	 	15	  	  	  	  	1	2	2	1	49	1	1	2	2	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	4	111	9211	2	1	1	6	15	0	15	0	56	0	9	2	    	    	 	 	  	  	  	1	1	    	    	 	     	  	 	 	 	    	     	1	32	 	  	1	1	1200	2	2	     	 	319.6456
662	10	2	2	215	123	4	1	 	 	50	  	  	  	  	1	4	3	1	32	1	1	1	2	4	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	6	4002	7142	2	1	1	6	7	0	7	0	48	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	28	 	  	1	1	3600	1	2	     	 	294.1106
663	10	2	2	293	138	1	1	 	 	35	  	  	  	  	1	1	1	1	44	1	1	2	2	10	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	3	2211	8211	2	1	2	4	15	0	15	0	48	0	2	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	1	2000	2	2	     	 	251.9209
664	10	2	3	50	25	1	1	 	 	30	  	  	  	  	1	1	1	1	36	1	1	2	3	7	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	8100	7241	1	1	2	1	17	0	17	0	48	0	3	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	47	 	  	1	1	3940	1	2	     	 	333.5866
665	10	2	3	74	32	1	1	 	 	33	  	  	  	  	1	1	1	1	44	1	1	2	3	11	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	115	9211	2	1	1	1	15	5	15	5	35	0	6	1	1	1161	1	1	23	9	6	2	4	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	1	415	2	2	     	 	78.7311
666	10	2	3	74	32	2	1	 	 	33	  	  	  	  	1	2	2	2	33	1	1	2	3	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	115	9211	2	3	 	 	4	0	4	0	28	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	18	2	  	3	2	     	 	2	     	 	78.7311
667	10	2	3	74	34	4	1	 	 	45	  	  	  	  	1	4	5	2	26	1	1	2	3	14	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	7101	4115	1	1	2	1	5	4	5	4	40	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	36	 	  	1	1	3000	2	2	     	 	78.7311
668	10	2	3	74	35	2	1	 	 	31	  	  	  	  	1	2	2	2	35	1	1	2	1	19	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	115	9211	2	3	 	 	4	5	4	5	42	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	28	 	  	1	2	     	 	2	     	 	78.7311
669	10	2	3	74	43	1	1	 	 	25	  	  	  	  	1	1	1	2	62	1	1	3	3	1	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	115	9211	2	3	 	 	5	5	35	0	33	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	26	 	  	1	2	     	 	2	     	 	78.7311
670	10	2	3	74	43	2	1	 	 	25	  	  	  	  	1	2	3	2	29	1	1	1	3	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	115	9211	2	1	1	1	3	0	3	0	36	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	30	 	  	1	1	900	2	2	     	 	78.7311
671	10	2	3	74	43	3	1	 	 	25	  	  	  	  	1	3	3	2	26	1	1	1	3	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	115	9211	2	1	1	1	1	2	1	2	36	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	28	 	  	1	1	525	2	2	     	 	78.7311
672	10	2	3	74	44	3	1	 	 	26	  	  	  	  	1	3	3	2	34	1	1	2	3	19	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	115	9211	2	3	 	 	4	2	4	2	30	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	25	2	  	3	2	     	 	2	     	 	78.7311
673	10	2	3	166	68	1	1	 	 	45	  	  	  	  	1	1	1	1	43	1	1	2	7	15	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	4002	3423	2	3	 	 	5	0	5	0	40	0	9	1	1	1161	1	1	23	7	0	0	0	    	    	 	     	  	 	 	 	    	     	1	48	 	  	1	2	     	 	2	     	 	89.8815
674	10	2	3	166	69	1	1	 	 	45	  	  	  	  	1	1	1	1	53	1	1	2	3	10	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	1	6114	8324	2	1	2	1	4	0	25	0	48	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	48	 	  	1	1	1500	2	2	     	 	89.8815
675	10	2	3	166	71	1	6	 	 	  	  	  	  	  	 	  	 	1	50	1	1	2	1	10	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	4	4001	9313	2	1	1	1	1	6	15	6	40	0	4	2	    	    	 	 	  	  	  	1	1	    	    	 	     	  	 	 	 	    	     	1	16	1	32	2	1	1500	2	2	     	 	89.8815
676	10	2	3	183	81	1	1	 	 	15	  	  	  	  	1	1	1	1	68	1	1	2	7	6	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	9	114	8324	2	1	2	6	5	0	45	0	40	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	18	2	  	3	1	3000	2	2	     	 	307.3915
677	10	2	3	183	82	1	1	 	 	15	  	  	  	  	1	1	1	1	34	1	1	2	3	13	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	3101	4211	2	1	2	6	10	0	10	0	50	9	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	1	7500	2	2	     	 	307.3915
678	10	2	4	190	119	1	1	 	 	45	  	  	  	  	1	1	1	1	31	1	1	2	4	9	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	8331	2229	2	1	2	6	0	11	0	11	72	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	36	 	  	1	1	0	2	2	     	 	266.872
679	10	2	5	168	54	1	1	 	 	15	  	  	  	  	1	1	1	2	53	1	1	3	5	6	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	1920	7111	2	1	2	6	2	0	2	0	35	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	38	 	  	1	1	1	 	2	     	 	124.36200000000001
680	10	2	5	168	54	2	1	 	 	15	  	  	  	  	1	2	3	1	26	1	1	1	5	9	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	1920	7111	2	1	2	6	2	0	2	0	35	0	6	1	1	2192	1	1	21	0	1	2	8	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	1	1	 	1	1200	2	124.36200000000001
681	10	2	5	168	60	1	1	 	 	10	  	  	  	  	1	1	1	2	55	1	1	1	5	11	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	121	6111	2	3	 	 	20	0	20	0	28	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	2	     	 	2	     	 	124.36200000000001
682	10	2	6	104	46	1	1	 	 	30	  	  	  	  	1	1	1	1	56	1	1	2	6	4	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	111	6111	2	3	 	 	30	0	30	0	56	14	6	1	40	171	2	2	21	4	0	2	4	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	2	     	 	1	     	2	77.6078
683	10	2	7	32	24	1	1	 	 	18	  	  	  	  	1	1	1	1	39	1	1	2	7	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	4001	9311	2	1	1	1	15	0	15	0	30	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	40	 	  	1	1	200	2	2	     	 	278.5935
684	10	2	7	32	26	4	1	 	 	35	  	  	  	  	1	4	3	1	36	1	1	2	7	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	4001	7111	2	1	1	1	15	0	15	0	30	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	42	 	  	1	1	1500	2	2	     	 	278.5935
685	10	2	7	107	47	1	1	 	 	25	  	  	  	  	1	1	1	1	44	1	1	2	7	10	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	1	4001	7122	2	1	1	1	0	1	18	0	24	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	12	2	  	3	1	2000	1	2	     	 	265.7242
686	10	2	7	107	55	4	1	 	 	20	  	  	  	  	1	4	3	1	21	1	1	1	7	9	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	1	4001	7129	2	1	1	1	0	8	0	8	30	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	20	2	  	3	1	600	 	2	     	 	265.7242
687	10	2	7	157	71	1	2	 	 	1	  	  	  	  	 	  	 	1	42	1	1	2	7	7	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	114	9211	2	1	1	1	22	0	22	0	48	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	25	2	  	3	1	1750	2	2	     	 	308.0536
688	10	2	7	157	72	1	2	 	 	1	  	  	  	  	 	  	 	1	27	1	1	2	7	7	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	4001	7122	2	1	1	1	10	0	15	0	48	0	6	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	38	 	  	1	1	3000	2	2	     	 	308.0536
689	10	2	8	34	37	6	1	 	 	25	  	  	  	  	1	6	3	1	21	1	1	1	17	8	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	8	301	6153	2	3	3	5	3	0	3	0	48	48	 	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	2	     	 	2	     	 	163.0284
